filepath,ground_truth,system_verdict,final_score,score_Visual (Spatial),score_Audio (Mel+CNN),score_Audio Forensics (ECAPA),score_Cross-Modal (Lip-Sync),score_Facial Biometric (Quality)
ja_16_to_ar_MicroTts_label_fake.npz,Fake,Deepfake,0.972616,0.913716,0.992400,0.961864,0.975146,0.991305
zh_106_to_en_Xtts_label_fake.npz,Fake,Deepfake,0.870381,0.846832,0.670144,0.778825,0.982744,0.987961
en_61_to_es_MicroTts_label_fake.npz,Fake,Deepfake,0.958891,0.760654,0.931814,0.973653,0.931710,0.979865
fr_109_to_en_Xtts_label_fake.npz,Fake,Deepfake,0.760788,0.535472,0.850537,0.954459,0.453526,0.618938
ar_3_to_ru_Xtts_label_fake.npz,Fake,Deepfake,0.945558,0.685473,0.966996,0.971826,0.974010,0.937748
en_58_to_zh_Bark_label_fake.npz,Fake,Deepfake,0.946769,0.786998,0.936602,0.937000,0.928740,0.988757
zh_48_to_en_Xtts_label_fake.npz,Fake,Deepfake,0.953577,0.936567,0.939144,0.923066,0.983418,0.988771
zh_12_to_fr_MicroTts_label_fake.npz,Fake,Deepfake,0.972854,0.921812,0.985152,0.964311,0.964208,0.991842
ja_21_to_fr_MicroTts_label_fake.npz,Fake,Deepfake,0.969282,0.902283,0.962910,0.957968,0.981019,0.990956
fr_34_to_es_Xtts_label_fake.npz,Fake,Deepfake,0.907926,0.553228,0.303133,0.947773,0.944722,0.983252
es_79_to_ar_MicroTts_label_fake.npz,Fake,Deepfake,0.957690,0.856579,0.985130,0.944660,0.951898,0.986623
es_53_to_fr_MicroTts_label_fake.npz,Fake,Deepfake,0.964725,0.914746,0.952736,0.958752,0.950080,0.985441
en_92_to_ja_Tacotron_label_fake.npz,Fake,Deepfake,0.948658,0.847676,0.986989,0.933004,0.904395,0.990381
ru_34_label_real.npz,Real,Real,0.128167,0.200337,0.102614,0.036600,0.058751,0.259070
en_122_to_es_Xtts_label_fake.npz,Fake,Deepfake,0.970037,0.945089,0.955223,0.954490,0.989057,0.990271
fr_109_to_zh_MicroTts_label_fake.npz,Fake,Deepfake,0.755610,0.561153,0.985440,0.930233,0.420516,0.621782
en_2_to_fr_Bark_label_fake.npz,Fake,Deepfake,0.889629,0.354936,0.991277,0.953402,0.701805,0.923164
fr_41_to_ru_Bark_label_fake.npz,Fake,Deepfake,0.963646,0.928799,0.996328,0.938365,0.977357,0.992543
en_34_to_es_Bark_label_fake.npz,Fake,Deepfake,0.962461,0.860673,0.991439,0.953716,0.942817,0.989720
en_6_to_zh_MicroTts_label_fake.npz,Fake,Deepfake,0.965841,0.923088,0.973118,0.948340,0.974541,0.990926
fr_76_to_en_Bark_label_fake.npz,Fake,Deepfake,0.905091,0.825885,0.988483,0.839009,0.904831,0.989531
fr_36_to_ru_Xtts_label_fake.npz,Fake,Deepfake,0.778389,0.655626,0.362846,0.877945,0.382872,0.840294
en_8_to_zh_Tacotron_label_fake.npz,Fake,Deepfake,0.966125,0.923119,0.994116,0.951911,0.952868,0.990333
es_77_to_fr_MicroTts_label_fake.npz,Fake,Deepfake,0.971773,0.899480,0.993760,0.962157,0.980144,0.988932
ru_29_to_zh_Bark_label_fake.npz,Fake,Deepfake,0.808486,0.817977,0.159568,0.698871,0.979051,0.992033
ru_94_to_en_Xtts_label_fake.npz,Fake,Deepfake,0.960588,0.944160,0.611769,0.978088,0.975818,0.985916
es_24_to_ar_MicroTts_label_fake.npz,Fake,Deepfake,0.908334,0.815326,0.985051,0.945539,0.942975,0.852929
ar_20_label_real.npz,Real,Real,0.021596,0.074000,0.033697,0.020411,0.034768,0.010140
en_6_label_real.npz,Real,Real,0.035629,0.078905,0.236265,0.037869,0.009440,0.005386
zh_60_to_en_Bark_label_fake.npz,Fake,Deepfake,0.926252,0.764567,0.984759,0.942022,0.968041,0.908777
en_41_label_real.npz,Real,Real,0.054835,0.121599,0.263404,0.068026,0.014857,0.009964
ru_85_label_real.npz,Real,Real,0.027763,0.086999,0.004156,0.031405,0.020156,0.020163
en_39_to_zh_Vall_label_fake.npz,Fake,Deepfake,0.867035,0.876414,0.101034,0.835941,0.966182,0.986775
fr_59_to_en_Tacotron_label_fake.npz,Fake,Deepfake,0.969608,0.932874,0.996738,0.953212,0.980858,0.988845
ar_60_to_es_MicroTts_label_fake.npz,Fake,Deepfake,0.959346,0.790205,0.985725,0.953965,0.943668,0.991138
en_87_to_zh_Tacotron_label_fake.npz,Fake,Deepfake,0.971175,0.931252,0.996796,0.957224,0.975227,0.989998
es_41_to_ru_Xtts_label_fake.npz,Fake,Deepfake,0.919968,0.889866,0.267522,0.950941,0.974144,0.962174
ru_51_to_zh_Xtts_label_fake.npz,Fake,Deepfake,0.961692,0.647356,0.956317,0.984253,0.954563,0.980395
ja_8_to_ar_MicroTts_label_fake.npz,Fake,Deepfake,0.956711,0.869937,0.996394,0.932401,0.981800,0.987525
en_123_to_es_Bark_label_fake.npz,Fake,Deepfake,0.906656,0.779256,0.991144,0.960899,0.954815,0.829285
en_15_to_fr_Xtts_label_fake.npz,Fake,Deepfake,0.949746,0.932247,0.574094,0.953078,0.981688,0.992499
ja_32_to_es_Bark_label_fake.npz,Fake,Deepfake,0.963444,0.845081,0.977211,0.956091,0.960284,0.988743
zh_22_to_ru_MicroTts_label_fake.npz,Fake,Deepfake,0.963277,0.929173,0.991884,0.940258,0.977510,0.989592
fr_91_to_ru_MicroTts_label_fake.npz,Fake,Deepfake,0.975349,0.927323,0.994549,0.966593,0.978213,0.989905
zh_84_to_fr_Xtts_label_fake.npz,Fake,Deepfake,0.903913,0.720367,0.918699,0.847394,0.944852,0.988993
en_123_to_ar_MicroTts_label_fake.npz,Fake,Deepfake,0.899319,0.772058,0.985764,0.959829,0.962420,0.809321
es_83_to_zh_Bark_label_fake.npz,Fake,Deepfake,0.958586,0.830717,0.968651,0.948622,0.970878,0.984715
es_46_to_zh_Tacotron_label_fake.npz,Fake,Deepfake,0.964307,0.806109,0.984449,0.961907,0.970784,0.985264
ja_36_to_en_MicroTts_label_fake.npz,Fake,Deepfake,0.967119,0.808476,0.981274,0.965140,0.965190,0.990856
en_1_to_es_Tacotron_label_fake.npz,Fake,Deepfake,0.818071,0.376385,0.947918,0.948538,0.125225,0.892831
en_32_to_es_MicroTts_label_fake.npz,Fake,Deepfake,0.964597,0.834557,0.970693,0.965109,0.940460,0.988541
zh_5_to_en_Xtts_label_fake.npz,Fake,Deepfake,0.929514,0.933064,0.856347,0.892053,0.911716,0.992708
ja_56_to_en_Vall_label_fake.npz,Fake,Deepfake,0.843919,0.942369,0.716354,0.700693,0.985591,0.991749
zh_119_to_ru_Xtts_label_fake.npz,Fake,Deepfake,0.885581,0.513658,0.878859,0.943012,0.961917,0.844022
en_37_to_ru_Xtts_label_fake.npz,Fake,Deepfake,0.976745,0.910901,0.870926,0.981943,0.989064,0.991066
es_34_to_ar_Xtts_label_fake.npz,Fake,Deepfake,0.849296,0.946278,0.398198,0.748379,0.982297,0.991635
fr_46_to_es_Xtts_label_fake.npz,Fake,Deepfake,0.749425,0.671898,0.245162,0.623902,0.889322,0.953953
ru_46_to_zh_Bark_label_fake.npz,Fake,Deepfake,0.935429,0.723645,0.969778,0.956691,0.972114,0.922959
zh_104_to_en_Bark_label_fake.npz,Fake,Deepfake,0.953553,0.933929,0.995441,0.922278,0.960000,0.988740
fr_81_to_zh_Tacotron_label_fake.npz,Fake,Deepfake,0.967774,0.922192,0.980933,0.962885,0.929830,0.989533
zh_65_to_en_Tacotron_label_fake.npz,Fake,Deepfake,0.967107,0.867068,0.960961,0.967335,0.950242,0.986801
en_68_to_zh_Bark_label_fake.npz,Fake,Deepfake,0.961083,0.862053,0.998074,0.940755,0.981320,0.990300
ja_16_to_zh_Vall_label_fake.npz,Fake,Deepfake,0.598100,0.926632,0.516338,0.185789,0.950305,0.992330
fr_95_to_ja_Tacotron_label_fake.npz,Fake,Deepfake,0.971337,0.838627,0.991289,0.966319,0.982391,0.990739
es_38_to_fr_Tacotron_label_fake.npz,Fake,Deepfake,0.975356,0.928989,0.996985,0.963376,0.988677,0.990487
zh_46_to_en_Xtts_label_fake.npz,Fake,Deepfake,0.973965,0.878579,0.931613,0.977889,0.968757,0.990085
zh_75_to_ru_Xtts_label_fake.npz,Fake,Deepfake,0.961146,0.893054,0.751082,0.966983,0.971986,0.990281
ja_34_to_es_MicroTts_label_fake.npz,Fake,Deepfake,0.923147,0.800998,0.905331,0.888547,0.949395,0.980128
zh_76_to_ja_Tacotron_label_fake.npz,Fake,Deepfake,0.820564,0.472437,0.986780,0.958814,0.968270,0.626599
ru_26_to_en_Bark_label_fake.npz,Fake,Deepfake,0.906721,0.545563,0.994712,0.945708,0.867966,0.906691
en_55_to_zh_Bark_label_fake.npz,Fake,Deepfake,0.955555,0.876887,0.981868,0.935469,0.972011,0.984158
fr_82_to_es_Tacotron_label_fake.npz,Fake,Deepfake,0.938848,0.879330,0.993192,0.910495,0.926899,0.979455
zh_55_to_en_Bark_label_fake.npz,Fake,Deepfake,0.972701,0.911476,0.992270,0.964050,0.962665,0.992642
fr_92_to_ru_Bark_label_fake.npz,Fake,Deepfake,0.955141,0.934568,0.923584,0.934419,0.952963,0.989852
zh_15_to_es_Tacotron_label_fake.npz,Fake,Deepfake,0.971030,0.947567,0.980532,0.960142,0.967370,0.988069
fr_6_to_es_MicroTts_label_fake.npz,Fake,Deepfake,0.939488,0.710041,0.849897,0.937714,0.973810,0.977539
es_36_to_zh_Tacotron_label_fake.npz,Fake,Deepfake,0.865754,0.482709,0.972228,0.938755,0.975652,0.780005
es_116_to_zh_MicroTts_label_fake.npz,Fake,Deepfake,0.965918,0.911343,0.996468,0.946135,0.981619,0.990300
es_54_to_ar_Xtts_label_fake.npz,Fake,Deepfake,0.955667,0.950384,0.934170,0.924698,0.979919,0.992380
zh_44_to_en_Tacotron_label_fake.npz,Fake,Deepfake,0.969432,0.920184,0.992685,0.956299,0.962807,0.991923
es_25_to_ja_MicroTts_label_fake.npz,Fake,Deepfake,0.957509,0.806797,0.927631,0.949267,0.969915,0.990361
es_119_to_ru_MicroTts_label_fake.npz,Fake,Deepfake,0.969513,0.910285,0.992782,0.955225,0.977957,0.990608
ru_41_to_fr_MicroTts_label_fake.npz,Fake,Deepfake,0.910176,0.764320,0.976904,0.942226,0.949493,0.869040
fr_91_to_ar_Xtts_label_fake.npz,Fake,Deepfake,0.967725,0.865228,0.790102,0.995503,0.930605,0.982634
en_1_to_es_MicroTts_label_fake.npz,Fake,Deepfake,0.883811,0.319346,0.990324,0.941160,0.716822,0.923208
en_70_to_es_Bark_label_fake.npz,Fake,Deepfake,0.966774,0.903323,0.997485,0.951581,0.972423,0.989370
ru_16_to_zh_MicroTts_label_fake.npz,Fake,Deepfake,0.961539,0.932176,0.976726,0.933759,0.990654,0.990964
fr_96_to_es_Tacotron_label_fake.npz,Fake,Deepfake,0.978467,0.915230,0.985759,0.972847,0.986980,0.991254
ru_90_to_fr_Bark_label_fake.npz,Fake,Deepfake,0.952301,0.847318,0.991606,0.952477,0.980453,0.953414
ru_3_to_zh_Bark_label_fake.npz,Fake,Deepfake,0.965398,0.926432,0.951815,0.947099,0.980275,0.992182
ja_22_to_en_Tacotron_label_fake.npz,Fake,Deepfake,0.953625,0.704624,0.987692,0.945920,0.974415,0.988296
ru_112_to_en_MicroTts_label_fake.npz,Fake,Deepfake,0.959784,0.762394,0.986686,0.957326,0.971701,0.983895
fr_109_to_ja_Tacotron_label_fake.npz,Fake,Deepfake,0.869925,0.712926,0.983086,0.961492,0.847436,0.764885
fr_120_to_zh_Bark_label_fake.npz,Fake,Deepfake,0.970818,0.897198,0.987319,0.968355,0.965571,0.983643
en_96_to_zh_Xtts_label_fake.npz,Fake,Deepfake,0.952207,0.905553,0.753797,0.968281,0.962153,0.963708
es_83_to_ru_Bark_label_fake.npz,Fake,Deepfake,0.934964,0.887197,0.856750,0.904388,0.949693,0.988064
ja_35_to_zh_MicroTts_label_fake.npz,Fake,Deepfake,0.918825,0.602212,0.977297,0.960707,0.687609,0.967916
ru_14_to_en_Xtts_label_fake.npz,Fake,Deepfake,0.932890,0.684516,0.796892,0.950832,0.990008,0.948413
fr_44_to_ja_Bark_label_fake.npz,Fake,Deepfake,0.959348,0.862110,0.980521,0.955216,0.922143,0.986158
zh_98_to_es_Xtts_label_fake.npz,Fake,Deepfake,0.922732,0.805995,0.698271,0.934306,0.907898,0.960832
ja_5_to_fr_MicroTts_label_fake.npz,Fake,Deepfake,0.975782,0.876369,0.983186,0.973721,0.973825,0.992136
zh_88_to_fr_MicroTts_label_fake.npz,Fake,Deepfake,0.967074,0.861780,0.985479,0.966768,0.950125,0.984723
fr_43_to_en_Bark_label_fake.npz,Fake,Deepfake,0.872302,0.711718,0.995517,0.900704,0.359194,0.987725
en_20_to_es_Xtts_label_fake.npz,Fake,Deepfake,0.963059,0.900297,0.896821,0.962764,0.963637,0.981703
fr_18_to_zh_Tacotron_label_fake.npz,Fake,Deepfake,0.961111,0.849707,0.959664,0.945589,0.979791,0.991853
en_44_to_es_Xtts_label_fake.npz,Fake,Deepfake,0.967799,0.785002,0.890471,0.979307,0.986813,0.984731
zh_113_to_ar_MicroTts_label_fake.npz,Fake,Deepfake,0.924055,0.493011,0.976163,0.961681,0.922747,0.930187
fr_30_to_ar_MicroTts_label_fake.npz,Fake,Deepfake,0.956696,0.909128,0.996825,0.931861,0.980892,0.982776
es_9_to_ja_Bark_label_fake.npz,Fake,Deepfake,0.930932,0.783460,0.983492,0.934046,0.958155,0.932710
zh_88_to_ja_MicroTts_label_fake.npz,Fake,Deepfake,0.970997,0.921590,0.980775,0.962302,0.974563,0.986820
ar_42_to_ja_MicroTts_label_fake.npz,Fake,Deepfake,0.925594,0.775115,0.988546,0.938979,0.970235,0.908133
fr_9_label_real.npz,Real,Real,0.046506,0.088129,0.071222,0.065703,0.056225,0.009570
en_124_to_es_Xtts_label_fake.npz,Fake,Deepfake,0.938139,0.835187,0.655217,0.943132,0.943856,0.985212
en_126_to_fr_Bark_label_fake.npz,Fake,Deepfake,0.970976,0.927248,0.983658,0.960998,0.968551,0.988933
ar_54_label_real.npz,Real,Real,0.075980,0.282290,0.005981,0.038134,0.057818,0.110356
zh_43_to_es_Tacotron_label_fake.npz,Fake,Deepfake,0.943869,0.740696,0.962506,0.959901,0.975117,0.940691
fr_79_to_zh_Tacotron_label_fake.npz,Fake,Deepfake,0.966211,0.923800,0.997413,0.953651,0.962775,0.984942
zh_73_to_ar_MicroTts_label_fake.npz,Fake,Deepfake,0.952291,0.935465,0.918429,0.931211,0.942737,0.989366
zh_17_to_es_Tacotron_label_fake.npz,Fake,Deepfake,0.968272,0.955887,0.948240,0.958331,0.965953,0.986348
zh_55_label_real.npz,Real,Real,0.058525,0.066681,0.016104,0.113079,0.020284,0.004206
fr_51_to_ja_MicroTts_label_fake.npz,Fake,Deepfake,0.932481,0.820297,0.983045,0.886633,0.965402,0.990826
zh_17_to_en_MicroTts_label_fake.npz,Fake,Deepfake,0.974160,0.940956,0.988011,0.960559,0.981709,0.992255
fr_96_to_ar_Xtts_label_fake.npz,Fake,Deepfake,0.953650,0.914488,0.889769,0.931999,0.969606,0.991649
en_127_to_fr_MicroTts_label_fake.npz,Fake,Deepfake,0.962704,0.847763,0.888430,0.961035,0.979209,0.987164
ru_71_to_es_Xtts_label_fake.npz,Fake,Deepfake,0.911110,0.930743,0.889874,0.840208,0.949063,0.991654
en_32_to_zh_Tacotron_label_fake.npz,Fake,Deepfake,0.967088,0.868727,0.990179,0.956944,0.971027,0.989757
ar_71_to_es_Xtts_label_fake.npz,Fake,Deepfake,0.908121,0.834456,0.857700,0.912691,0.965214,0.903659
fr_39_to_ru_MicroTts_label_fake.npz,Fake,Deepfake,0.958796,0.806582,0.991828,0.952278,0.936093,0.990688
ja_50_to_zh_MicroTts_label_fake.npz,Fake,Deepfake,0.953816,0.892316,0.982877,0.927030,0.979308,0.985605
ru_78_label_real.npz,Real,Real,0.062602,0.069798,0.006763,0.110817,0.018188,0.020250
zh_34_to_en_Tacotron_label_fake.npz,Fake,Deepfake,0.953625,0.943499,0.985264,0.922651,0.965366,0.987020
es_32_to_ja_Tacotron_label_fake.npz,Fake,Deepfake,0.931404,0.801353,0.985457,0.947351,0.974032,0.909579
fr_62_to_es_Tacotron_label_fake.npz,Fake,Deepfake,0.941971,0.866890,0.974060,0.942077,0.958532,0.943245
fr_49_to_en_Bark_label_fake.npz,Fake,Deepfake,0.928731,0.449276,0.976746,0.947716,0.909321,0.971501
fr_92_to_en_Bark_label_fake.npz,Fake,Deepfake,0.965589,0.935315,0.977005,0.943657,0.987898,0.990107
zh_104_to_ar_MicroTts_label_fake.npz,Fake,Deepfake,0.957710,0.892793,0.964330,0.935428,0.983145,0.987418
fr_72_to_ar_MicroTts_label_fake.npz,Fake,Deepfake,0.938747,0.889326,0.940532,0.931432,0.953898,0.950627
en_91_to_ja_Tacotron_label_fake.npz,Fake,Deepfake,0.951655,0.833423,0.990059,0.974589,0.753208,0.990272
es_29_to_ja_Tacotron_label_fake.npz,Fake,Deepfake,0.956266,0.695911,0.997085,0.963319,0.968314,0.975118
es_121_to_zh_MicroTts_label_fake.npz,Fake,Deepfake,0.957560,0.873978,0.992054,0.951765,0.946077,0.975303
zh_15_to_fr_Tacotron_label_fake.npz,Fake,Deepfake,0.984417,0.936461,0.995929,0.983362,0.976730,0.993176
en_97_to_ar_MicroTts_label_fake.npz,Fake,Deepfake,0.929838,0.936098,0.990266,0.924800,0.707366,0.990351
zh_94_to_fr_Xtts_label_fake.npz,Fake,Deepfake,0.976745,0.897617,0.795377,0.993543,0.977827,0.992052
es_29_to_ru_MicroTts_label_fake.npz,Fake,Deepfake,0.945788,0.711076,0.980511,0.951240,0.978179,0.958094
en_79_to_ja_Bark_label_fake.npz,Fake,Deepfake,0.936654,0.851450,0.998518,0.928240,0.849728,0.975641
es_32_to_fr_MicroTts_label_fake.npz,Fake,Deepfake,0.950874,0.838312,0.970990,0.932310,0.957295,0.986113
ar_19_to_zh_MicroTts_label_fake.npz,Fake,Deepfake,0.950506,0.886469,0.991832,0.964414,0.774757,0.986082
en_60_to_ja_Tacotron_label_fake.npz,Fake,Deepfake,0.962265,0.708102,0.979389,0.971737,0.953763,0.986378
fr_70_to_zh_Xtts_label_fake.npz,Fake,Deepfake,0.762642,0.878709,0.766380,0.529171,0.980853,0.983358
ja_15_to_zh_Tacotron_label_fake.npz,Fake,Deepfake,0.957815,0.878368,0.996017,0.941533,0.932507,0.991872
fr_88_to_es_Xtts_label_fake.npz,Fake,Deepfake,0.935114,0.712310,0.808055,0.968460,0.961562,0.934665
es_118_to_en_Tacotron_label_fake.npz,Fake,Deepfake,0.980148,0.921543,0.998653,0.976228,0.992267,0.987453
ar_23_to_es_Xtts_label_fake.npz,Fake,Deepfake,0.844599,0.895283,0.835359,0.703359,0.953568,0.989138
es_90_to_ar_Xtts_label_fake.npz,Fake,Deepfake,0.945115,0.890808,0.344991,0.978728,0.984693,0.984080
fr_42_to_en_Tacotron_label_fake.npz,Fake,Deepfake,0.960642,0.874542,0.997581,0.970134,0.917828,0.967693
zh_73_label_real.npz,Real,Real,0.162574,0.449261,0.080384,0.100908,0.590645,0.090339
en_97_to_es_Tacotron_label_fake.npz,Fake,Deepfake,0.945862,0.907490,0.960766,0.914863,0.940353,0.990644
es_62_to_en_Bark_label_fake.npz,Fake,Deepfake,0.960707,0.928240,0.977952,0.933032,0.985844,0.991281
en_4_to_fr_Tacotron_label_fake.npz,Fake,Deepfake,0.865091,0.517914,0.995922,0.929252,0.909980,0.800680
zh_117_to_ar_Xtts_label_fake.npz,Fake,Deepfake,0.920113,0.873507,0.968181,0.855478,0.982447,0.985198
es_44_to_fr_MicroTts_label_fake.npz,Fake,Deepfake,0.969944,0.924112,0.997266,0.958467,0.967483,0.988048
ar_3_to_fr_Xtts_label_fake.npz,Fake,Deepfake,0.929663,0.678765,0.598334,0.979722,0.935634,0.946770
es_78_to_en_Xtts_label_fake.npz,Fake,Deepfake,0.875435,0.832276,0.939193,0.773212,0.934308,0.987101
es_116_to_en_MicroTts_label_fake.npz,Fake,Deepfake,0.976264,0.942901,0.998436,0.967590,0.975489,0.989236
ru_16_label_real.npz,Real,Real,0.026237,0.092619,0.019048,0.026071,0.052463,0.010500
zh_41_to_ar_Xtts_label_fake.npz,Fake,Deepfake,0.921980,0.914238,0.406622,0.924445,0.988781,0.974453
es_25_to_en_MicroTts_label_fake.npz,Fake,Deepfake,0.940291,0.481460,0.979543,0.962927,0.961347,0.965111
en_20_to_ru_Bark_label_fake.npz,Fake,Deepfake,0.944085,0.854498,0.988910,0.931702,0.964937,0.960442
zh_31_to_en_Bark_label_fake.npz,Fake,Deepfake,0.957916,0.910015,0.920985,0.935236,0.981983,0.992318
fr_79_to_ru_Bark_label_fake.npz,Fake,Deepfake,0.955953,0.920756,0.981016,0.929492,0.973663,0.986362
zh_27_to_es_Bark_label_fake.npz,Fake,Deepfake,0.952373,0.883480,0.970039,0.947983,0.886864,0.984053
en_71_to_ru_Bark_label_fake.npz,Fake,Deepfake,0.945406,0.783622,0.990860,0.949017,0.867550,0.979625
zh_104_to_fr_Xtts_label_fake.npz,Fake,Deepfake,0.947466,0.898245,0.497080,0.962554,0.986539,0.988275
ru_17_to_es_Xtts_label_fake.npz,Fake,Deepfake,0.922987,0.920622,0.335918,0.921609,0.990796,0.989590
es_30_to_ar_Xtts_label_fake.npz,Fake,Deepfake,0.945680,0.684658,0.786590,0.953270,0.980214,0.986072
es_31_label_real.npz,Real,Real,0.068620,0.147548,0.003414,0.050232,0.028975,0.101628
en_31_to_es_Tacotron_label_fake.npz,Fake,Deepfake,0.960696,0.855609,0.971145,0.960968,0.949795,0.976982
zh_41_to_ru_Xtts_label_fake.npz,Fake,Deepfake,0.974413,0.910549,0.922885,0.980810,0.983469,0.980086
ar_30_to_es_Xtts_label_fake.npz,Fake,Deepfake,0.931536,0.818891,0.729821,0.910824,0.981398,0.988827
es_35_to_en_Bark_label_fake.npz,Fake,Deepfake,0.922444,0.791357,0.969250,0.966549,0.915541,0.879750
es_11_to_en_Xtts_label_fake.npz,Fake,Deepfake,0.945668,0.826016,0.799210,0.941055,0.968956,0.982961
en_74_to_zh_Vall_label_fake.npz,Fake,Deepfake,0.832145,0.580762,0.488418,0.902128,0.389775,0.953575
en_120_to_es_MicroTts_label_fake.npz,Fake,Deepfake,0.973653,0.939093,0.990675,0.961895,0.981184,0.989124
en_72_to_es_Tacotron_label_fake.npz,Fake,Deepfake,0.964313,0.908232,0.967118,0.975154,0.911937,0.972949
es_122_to_ru_Xtts_label_fake.npz,Fake,Deepfake,0.851089,0.685877,0.648680,0.946676,0.440177,0.898112
zh_11_to_fr_MicroTts_label_fake.npz,Fake,Deepfake,0.958558,0.854787,0.923596,0.954154,0.934763,0.990838
fr_49_to_zh_Tacotron_label_fake.npz,Fake,Deepfake,0.923559,0.523601,0.998113,0.954547,0.888735,0.940153
es_37_to_fr_Tacotron_label_fake.npz,Fake,Deepfake,0.972308,0.918916,0.961346,0.964208,0.981484,0.989294
fr_47_to_zh_Tacotron_label_fake.npz,Fake,Deepfake,0.960294,0.862173,0.996940,0.952442,0.917371,0.991434
ru_96_to_ar_Xtts_label_fake.npz,Fake,Deepfake,0.969213,0.943042,0.931933,0.959056,0.980212,0.988194
es_10_to_zh_Xtts_label_fake.npz,Fake,Deepfake,0.960169,0.929523,0.800777,0.957908,0.964980,0.988849
zh_103_to_fr_Xtts_label_fake.npz,Fake,Deepfake,0.971847,0.866046,0.738461,0.995646,0.982097,0.986774
ru_47_to_zh_Xtts_label_fake.npz,Fake,Deepfake,0.892588,0.835211,0.980466,0.955207,0.274298,0.984375
fr_70_to_ru_Bark_label_fake.npz,Fake,Deepfake,0.975982,0.879933,0.978886,0.973151,0.983868,0.990676
ja_2_to_zh_Vall_label_fake.npz,Fake,Deepfake,0.803120,0.910908,0.353303,0.655244,0.982960,0.990725
fr_115_to_ar_Xtts_label_fake.npz,Fake,Deepfake,0.890840,0.552751,0.909798,0.902083,0.887472,0.922936
es_107_to_zh_Xtts_label_fake.npz,Fake,Deepfake,0.900565,0.888240,0.787469,0.828073,0.970545,0.991691
en_120_to_zh_Bark_label_fake.npz,Fake,Deepfake,0.978471,0.921989,0.984064,0.980243,0.972867,0.985063
en_73_to_es_MicroTts_label_fake.npz,Fake,Deepfake,0.874725,0.677117,0.964111,0.970788,0.158658,0.971266
fr_27_to_es_MicroTts_label_fake.npz,Fake,Deepfake,0.957581,0.938331,0.965399,0.926358,0.978483,0.993386
ar_32_to_ru_Xtts_label_fake.npz,Fake,Deepfake,0.941273,0.885633,0.410798,0.959536,0.982328,0.989793
en_69_to_fr_MicroTts_label_fake.npz,Fake,Deepfake,0.972468,0.935697,0.981571,0.962249,0.969985,0.990269
es_96_to_ja_Bark_label_fake.npz,Fake,Deepfake,0.966073,0.937430,0.996362,0.943675,0.975953,0.991813
zh_112_to_fr_MicroTts_label_fake.npz,Fake,Deepfake,0.955627,0.896189,0.910525,0.937155,0.986109,0.985603
en_64_to_fr_Tacotron_label_fake.npz,Fake,Deepfake,0.965030,0.866877,0.997557,0.959602,0.959222,0.983043
en_27_to_fr_Tacotron_label_fake.npz,Fake,Deepfake,0.965482,0.881905,0.989072,0.955618,0.960007,0.988297
zh_106_to_en_Vall_label_fake.npz,Fake,Deepfake,0.602276,0.890847,0.104197,0.240565,0.984320,0.988108
es_113_to_fr_Bark_label_fake.npz,Fake,Deepfake,0.600252,0.598660,0.973005,0.483612,0.786599,0.643952
es_88_to_ru_Xtts_label_fake.npz,Fake,Deepfake,0.917641,0.934271,0.398544,0.902000,0.993077,0.987979
fr_14_label_real.npz,Real,Real,0.085623,0.164296,0.501013,0.081871,0.056638,0.028147
en_45_to_zh_Vall_label_fake.npz,Fake,Deepfake,0.882960,0.888563,0.493823,0.823553,0.982110,0.985803
ru_122_to_en_MicroTts_label_fake.npz,Fake,Deepfake,0.973575,0.890808,0.993473,0.969529,0.983306,0.984977
es_64_to_en_Xtts_label_fake.npz,Fake,Deepfake,0.975921,0.925568,0.932469,0.975076,0.976693,0.990188
fr_103_to_en_MicroTts_label_fake.npz,Fake,Deepfake,0.970854,0.866999,0.994810,0.966285,0.974661,0.987055
ja_35_to_es_MicroTts_label_fake.npz,Fake,Deepfake,0.928975,0.678895,0.950826,0.924856,0.934783,0.965216
ru_110_to_zh_Bark_label_fake.npz,Fake,Deepfake,0.957780,0.920730,0.985826,0.933296,0.985439,0.982644
